Orthogroup	Duplications (all)	Duplications (50% support)
OG0016721	0	0
OG0016722	0	0
OG0016723	2	2
OG0016724	0	0
OG0016725	0	0
OG0016726	0	0
OG0016727	0	0
OG0016728	0	0
OG0016729	0	0
OG0016730	0	0
OG0016731	0	0
OG0016732	0	0
OG0016733	0	0
OG0016734	0	0
OG0016735	0	0
OG0016736	0	0
OG0016737	0	0
OG0016738	0	0
OG0016739	0	0
OG0016740	0	0
OG0016741	0	0
OG0016742	0	0
OG0016743	0	0
OG0016744	0	0
OG0016745	0	0
OG0016746	0	0
OG0016747	0	0
OG0016748	0	0
OG0016749	0	0
OG0016750	0	0
OG0016751	0	0
OG0016752	0	0
OG0016753	0	0
OG0016754	0	0
OG0016755	0	0
OG0016756	0	0
OG0016757	0	0
OG0016758	0	0
OG0016759	0	0
OG0016760	0	0
OG0016761	0	0
OG0016762	0	0
OG0016763	0	0
OG0016764	0	0
OG0016765	0	0
OG0016766	0	0
OG0016767	0	0
OG0016768	0	0
OG0016769	0	0
OG0016770	0	0
OG0016771	0	0
OG0016772	0	0
OG0016773	0	0
OG0016774	0	0
OG0016775	0	0
OG0016776	0	0
OG0016777	0	0
OG0016778	0	0
OG0016779	0	0
OG0016780	0	0
OG0016781	1	0
OG0016782	0	0
OG0016783	0	0
OG0016784	0	0
OG0016785	0	0
OG0016786	0	0
OG0016787	0	0
OG0016788	0	0
OG0016789	0	0
OG0016790	0	0
OG0016791	0	0
OG0016792	0	0
OG0016793	0	0
OG0016794	1	0
OG0016795	0	0
OG0016796	0	0
OG0016797	0	0
OG0016798	0	0
OG0016799	0	0
OG0016800	0	0
OG0016801	0	0
OG0016802	0	0
OG0016803	0	0
OG0016804	0	0
OG0016805	0	0
OG0016806	0	0
OG0016807	0	0
OG0016808	0	0
OG0016809	0	0
OG0016810	0	0
OG0016811	0	0
OG0016812	0	0
OG0016813	0	0
OG0016814	0	0
OG0016815	0	0
OG0016816	0	0
OG0016817	0	0
OG0016818	0	0
OG0016819	0	0
OG0016820	0	0
OG0016821	0	0
OG0016822	0	0
OG0016823	0	0
OG0016824	0	0
OG0016825	0	0
OG0016826	0	0
OG0016827	0	0
OG0016828	0	0
OG0016829	0	0
OG0016830	0	0
OG0016831	0	0
OG0016832	0	0
OG0016833	0	0
OG0016834	0	0
OG0016835	0	0
OG0016836	0	0
OG0016837	0	0
OG0016838	0	0
OG0016839	0	0
OG0016840	0	0
OG0016841	0	0
OG0016842	0	0
OG0016843	0	0
OG0016844	0	0
OG0016845	0	0
OG0016846	0	0
OG0016847	0	0
OG0016848	0	0
OG0016849	0	0
OG0016850	0	0
OG0016851	0	0
OG0016852	0	0
OG0016853	1	0
OG0016854	0	0
OG0016855	0	0
OG0016856	0	0
OG0016857	0	0
OG0016858	0	0
OG0016859	0	0
OG0016860	0	0
OG0016861	0	0
OG0016862	0	0
OG0016863	0	0
OG0016864	0	0
OG0016865	0	0
OG0016866	0	0
OG0016867	0	0
OG0016868	0	0
OG0016869	0	0
OG0016870	0	0
OG0016871	0	0
OG0016872	0	0
OG0016873	0	0
OG0016874	0	0
OG0016875	0	0
OG0016876	0	0
OG0016877	0	0
OG0016878	0	0
OG0016879	0	0
OG0016880	0	0
OG0016881	0	0
OG0016882	0	0
OG0016883	0	0
OG0016884	0	0
OG0016885	0	0
OG0016886	0	0
OG0016887	0	0
OG0016888	0	0
OG0016889	0	0
OG0016890	0	0
OG0016891	0	0
OG0016892	0	0
OG0016893	0	0
OG0016894	0	0
OG0016895	0	0
OG0016896	0	0
OG0016897	0	0
OG0016898	0	0
OG0016899	0	0
OG0016900	0	0
OG0016901	0	0
OG0016902	0	0
OG0016903	0	0
OG0016904	0	0
OG0016905	0	0
OG0016906	0	0
OG0016907	0	0
OG0016908	0	0
OG0016909	0	0
OG0016910	0	0
OG0016911	0	0
OG0016912	0	0
OG0016913	0	0
OG0016914	0	0
OG0016915	0	0
OG0016916	0	0
OG0016917	0	0
OG0016918	0	0
OG0016919	0	0
OG0016920	0	0
OG0016921	0	0
OG0016922	0	0
OG0016923	0	0
OG0016924	0	0
OG0016925	0	0
OG0016926	0	0
OG0016927	0	0
OG0016928	0	0
OG0016929	0	0
OG0016930	0	0
OG0016931	0	0
OG0016932	0	0
OG0016933	0	0
OG0016934	0	0
OG0016935	0	0
OG0016936	0	0
OG0016937	0	0
OG0016938	0	0
OG0016939	0	0
OG0016940	0	0
OG0016941	0	0
OG0016942	0	0
OG0016943	1	1
OG0016944	0	0
OG0016945	0	0
OG0016946	0	0
OG0016947	0	0
OG0016948	0	0
OG0016949	0	0
OG0016950	0	0
OG0016951	0	0
OG0016952	0	0
OG0016953	0	0
OG0016954	0	0
OG0016955	0	0
OG0016956	0	0
OG0016957	0	0
OG0016958	0	0
OG0016959	0	0
OG0016960	0	0
OG0016961	0	0
OG0016962	0	0
OG0016963	0	0
OG0016964	0	0
OG0016965	0	0
OG0016966	0	0
OG0016967	0	0
OG0016968	0	0
OG0016969	0	0
OG0016970	0	0
OG0016971	0	0
OG0016972	0	0
OG0016973	0	0
OG0016974	0	0
OG0016975	0	0
OG0016976	0	0
OG0016977	0	0
OG0016978	0	0
OG0016979	0	0
OG0016980	0	0
OG0016981	0	0
OG0016982	0	0
OG0016983	0	0
OG0016984	0	0
OG0016985	0	0
OG0016986	0	0
OG0016987	0	0
OG0016988	0	0
OG0016989	0	0
OG0016990	0	0
OG0016991	0	0
OG0016992	0	0
OG0016993	0	0
OG0016994	0	0
OG0016995	0	0
OG0016996	0	0
OG0016997	0	0
OG0016998	0	0
OG0016999	0	0
OG0017000	0	0
OG0017001	0	0
OG0017002	0	0
OG0017003	0	0
OG0017004	0	0
OG0017005	0	0
OG0017006	0	0
OG0017007	0	0
OG0017008	0	0
OG0017009	0	0
OG0017010	0	0
OG0017011	0	0
OG0017012	0	0
OG0017013	0	0
OG0017014	0	0
OG0017015	0	0
OG0017016	0	0
OG0017017	0	0
OG0017018	0	0
OG0017019	0	0
OG0017020	0	0
OG0017021	0	0
OG0017022	0	0
OG0017023	0	0
OG0017024	0	0
OG0017025	0	0
OG0017026	0	0
OG0017027	0	0
OG0017028	0	0
OG0017029	0	0
OG0017030	0	0
OG0017031	0	0
OG0017032	0	0
OG0017033	0	0
OG0017034	0	0
OG0017035	0	0
OG0017036	0	0
OG0017037	0	0
OG0017038	0	0
OG0017039	0	0
OG0017040	0	0
OG0017041	0	0
OG0017042	0	0
OG0017043	0	0
OG0017044	0	0
OG0017045	0	0
OG0017046	0	0
OG0017047	0	0
OG0017048	0	0
OG0017049	0	0
OG0017050	0	0
OG0017051	0	0
OG0017052	2	2
OG0017053	0	0
OG0017054	0	0
OG0017055	0	0
OG0017056	0	0
OG0017057	0	0
OG0017058	0	0
OG0017059	0	0
OG0017060	0	0
OG0017061	0	0
OG0017062	0	0
OG0017063	0	0
OG0017064	0	0
OG0017065	0	0
OG0017066	0	0
OG0017067	0	0
OG0017068	0	0
OG0017069	0	0
OG0017070	0	0
OG0017071	0	0
OG0017072	0	0
OG0017073	0	0
OG0017074	0	0
OG0017075	1	0
OG0017076	1	1
OG0017077	0	0
OG0017078	0	0
OG0017079	0	0
OG0017080	0	0
OG0017081	0	0
OG0017082	0	0
OG0017083	0	0
OG0017084	0	0
OG0017085	0	0
OG0017086	0	0
OG0017087	0	0
OG0017088	0	0
OG0017089	0	0
OG0017090	0	0
OG0017091	0	0
OG0017092	0	0
OG0017093	0	0
OG0017094	0	0
OG0017095	0	0
OG0017096	0	0
OG0017097	0	0
OG0017098	0	0
OG0017099	0	0
OG0017100	1	1
OG0017101	0	0
OG0017102	0	0
OG0017103	1	1
OG0017104	1	0
OG0017105	0	0
OG0017106	1	1
OG0017107	2	1
OG0017108	0	0
OG0017109	0	0
OG0017110	1	1
OG0017111	0	0
OG0017112	0	0
OG0017113	0	0
OG0017114	0	0
OG0017115	0	0
OG0017116	0	0
OG0017117	0	0
OG0017118	3	3
OG0017119	0	0
OG0017120	0	0
OG0017121	0	0
OG0017122	0	0
OG0017123	0	0
OG0017124	0	0
OG0017125	0	0
OG0017126	1	0
OG0017127	0	0
OG0017128	1	1
OG0017129	2	1
OG0017130	1	1
OG0017131	0	0
OG0017132	0	0
OG0017133	3	3
OG0017134	0	0
OG0017135	0	0
OG0017136	0	0
OG0017137	0	0
OG0017138	0	0
OG0017139	0	0
OG0017140	0	0
OG0017141	1	1
OG0017142	0	0
OG0017143	0	0
OG0017144	0	0
OG0017145	0	0
OG0017146	2	2
OG0017147	0	0
OG0017148	1	1
OG0017149	0	0
OG0017150	1	1
OG0017151	0	0
OG0017152	1	1
OG0017153	0	0
OG0017154	0	0
OG0017155	6	6
OG0017156	0	0
OG0017157	0	0
OG0017158	0	0
OG0017159	0	0
OG0017160	0	0
OG0017161	0	0
OG0017162	0	0
OG0017163	0	0
OG0017164	0	0
OG0017165	0	0
OG0017166	0	0
OG0017167	0	0
OG0017168	0	0
OG0017169	0	0
OG0017170	0	0
OG0017171	0	0
OG0017172	0	0
OG0017173	0	0
OG0017174	0	0
OG0017175	0	0
OG0017176	0	0
OG0017177	0	0
OG0017178	0	0
OG0017179	0	0
OG0017180	0	0
OG0017181	0	0
OG0017182	0	0
OG0017183	0	0
OG0017184	0	0
OG0017185	0	0
OG0017186	0	0
OG0017187	1	0
OG0017188	0	0
OG0017189	0	0
OG0017190	0	0
OG0017191	0	0
OG0017192	0	0
OG0017193	0	0
OG0017194	0	0
OG0017195	0	0
OG0017196	0	0
OG0017197	0	0
OG0017198	0	0
OG0017199	0	0
OG0017200	0	0
OG0017201	0	0
OG0017202	0	0
OG0017203	0	0
OG0017204	0	0
OG0017205	0	0
OG0017206	0	0
OG0017207	0	0
OG0017208	0	0
OG0017209	0	0
OG0017210	0	0
OG0017211	0	0
OG0017212	0	0
OG0017213	0	0
OG0017214	0	0
OG0017215	0	0
OG0017216	0	0
OG0017217	0	0
OG0017218	0	0
OG0017219	0	0
OG0017220	0	0
OG0017221	0	0
OG0017222	0	0
OG0017223	0	0
OG0017224	0	0
OG0017225	0	0
OG0017226	0	0
OG0017227	0	0
OG0017228	1	1
OG0017229	0	0
OG0017230	0	0
OG0017231	0	0
OG0017232	1	1
OG0017233	0	0
OG0017234	0	0
OG0017235	0	0
OG0017236	1	1
OG0017237	0	0
OG0017238	0	0
OG0017239	0	0
OG0017240	0	0
OG0017241	0	0
OG0017242	0	0
OG0017243	0	0
OG0017244	0	0
OG0017245	0	0
OG0017246	0	0
OG0017247	0	0
OG0017248	0	0
OG0017249	0	0
OG0017250	0	0
OG0017251	0	0
OG0017252	0	0
OG0017253	0	0
OG0017254	0	0
OG0017255	0	0
OG0017256	0	0
OG0017257	0	0
OG0017258	0	0
OG0017259	0	0
OG0017260	0	0
OG0017261	1	1
OG0017262	0	0
OG0017263	0	0
OG0017264	0	0
OG0017265	2	2
OG0017266	0	0
OG0017267	0	0
OG0017268	0	0
OG0017269	0	0
OG0017270	0	0
OG0017271	1	1
OG0017272	0	0
OG0017273	1	0
OG0017274	1	1
OG0017275	0	0
OG0017276	1	1
OG0017277	0	0
OG0017278	2	1
OG0017279	0	0
OG0017280	0	0
OG0017281	0	0
OG0017282	0	0
OG0017283	2	1
OG0017284	0	0
OG0017285	0	0
OG0017286	0	0
OG0017287	0	0
OG0017288	0	0
OG0017289	0	0
OG0017290	0	0
OG0017291	0	0
OG0017292	0	0
OG0017293	0	0
OG0017294	0	0
OG0017295	0	0
OG0017296	0	0
OG0017297	0	0
OG0017298	0	0
OG0017299	0	0
OG0017300	0	0
OG0017301	1	1
OG0017302	0	0
OG0017303	0	0
OG0017304	1	1
OG0017305	0	0
OG0017306	1	0
OG0017307	0	0
OG0017308	0	0
OG0017309	0	0
OG0017310	0	0
OG0017311	0	0
OG0017312	0	0
OG0017313	0	0
OG0017314	0	0
OG0017315	1	1
OG0017316	0	0
OG0017317	0	0
OG0017318	1	1
OG0017319	1	1
OG0017320	0	0
OG0017321	2	2
OG0017322	0	0
OG0017323	1	1
OG0017324	0	0
OG0017325	0	0
OG0017326	1	1
OG0017327	1	1
OG0017328	0	0
OG0017329	0	0
OG0017330	1	1
OG0017331	0	0
OG0017332	0	0
OG0017333	1	1
OG0017334	0	0
OG0017335	0	0
OG0017336	0	0
OG0017337	2	2
OG0017338	1	1
OG0017339	0	0
OG0017340	6	6
OG0017341	0	0
OG0017342	0	0
OG0017343	0	0
OG0017344	0	0
OG0017345	4	4
OG0017346	2	2
OG0017347	1	1
OG0017348	5	5
OG0017349	1	1
OG0017350	0	0
OG0017351	6	6
OG0017352	2	2
OG0017353	3	3
OG0017354	3	3
OG0017355	1	1
OG0017356	0	0
OG0017357	0	0
OG0017358	0	0
OG0017359	0	0
OG0017360	0	0
OG0017361	1	1
OG0017362	2	2
OG0017363	0	0
OG0017364	0	0
OG0017365	0	0
OG0017366	6	6
OG0017367	1	1
OG0017368	1	1
OG0017369	0	0
OG0017370	1	0
OG0017371	0	0
OG0017372	0	0
OG0017373	2	0
OG0017374	6	6
OG0017375	1	0
OG0017376	2	2
OG0017377	0	0
OG0017378	0	0
OG0017379	0	0
OG0017380	0	0
OG0017381	1	1
OG0017382	2	2
OG0017383	5	5
OG0017384	3	2
OG0017385	1	0
OG0017386	0	0
OG0017387	0	0
OG0017388	1	1
OG0017389	1	1
OG0017390	0	0
OG0017391	2	2
OG0017392	0	0
OG0017393	1	1
OG0017394	6	6
OG0017395	1	1
OG0017396	1	1
OG0017397	5	5
OG0017398	1	1
OG0017399	3	2
OG0017400	1	1
OG0017401	0	0
OG0017402	0	0
OG0017403	1	1
OG0017404	0	0
OG0017405	0	0
OG0017406	0	0
OG0017407	1	0
OG0017408	1	1
OG0017409	0	0
OG0017410	1	0
OG0017411	0	0
OG0017412	1	0
OG0017413	1	1
OG0017414	1	1
OG0017415	3	3
OG0017416	2	2
OG0017417	1	0
OG0017418	0	0
OG0017419	2	2
OG0017420	1	1
OG0017421	1	0
OG0017422	0	0
OG0017423	1	1
OG0017424	0	0
OG0017425	3	3
OG0017426	0	0
OG0017427	0	0
OG0017428	1	1
OG0017429	6	6
OG0017430	3	3
OG0017431	2	1
OG0017432	2	2
OG0017433	0	0
OG0017434	4	4
OG0017435	3	3
OG0017436	4	4
OG0017437	0	0
OG0017438	4	4
OG0017439	2	2
OG0017440	0	0
OG0017441	4	4
OG0017442	1	1
OG0017443	1	1
OG0017444	0	0
OG0017445	4	4
OG0017446	3	3
OG0017447	1	1
OG0017448	0	0
OG0017449	0	0
OG0017450	1	1
OG0017451	0	0
OG0017452	2	2
OG0017453	4	4
OG0017454	0	0
OG0017455	1	1
OG0017456	1	1
OG0017457	3	3
OG0017458	5	5
OG0017459	0	0
OG0017460	1	0
OG0017461	0	0
OG0017462	1	1
OG0017463	1	1
OG0017464	2	2
OG0017465	0	0
OG0017466	1	1
OG0017467	4	4
OG0017468	1	1
OG0017469	3	3
OG0017470	4	4
OG0017471	2	2
OG0017472	2	2
OG0017473	0	0
OG0017474	1	1
OG0017475	0	0
OG0017476	1	1
OG0017477	1	0
OG0017478	3	3
OG0017479	1	1
OG0017480	0	0
OG0017481	3	3
OG0017482	2	1
OG0017483	0	0
OG0017484	1	1
OG0017485	0	0
OG0017486	1	1
OG0017487	1	0
OG0017488	1	1
OG0017489	0	0
OG0017490	0	0
OG0017491	2	1
OG0017492	1	1
OG0017493	2	2
OG0017494	0	0
OG0017495	2	2
OG0017496	0	0
OG0017497	1	0
OG0017498	3	3
OG0017499	2	2
OG0017500	1	0
OG0017501	5	5
OG0017502	2	2
OG0017503	1	1
OG0017504	0	0
OG0017505	5	5
OG0017506	5	5
OG0017507	5	5
OG0017508	6	6
OG0017509	6	6
OG0017510	2	2
OG0017511	1	1
OG0017512	2	2
OG0017513	5	5
OG0017514	6	6
OG0017515	0	0
OG0017516	2	2
OG0017517	0	0
OG0017518	3	3
OG0017519	1	0
OG0017520	6	6
OG0017521	5	5
OG0017522	0	0
OG0017523	0	0
OG0017524	0	0
OG0017525	0	0
OG0017526	0	0
OG0017527	0	0
OG0017528	0	0
OG0017529	0	0
OG0017530	0	0
OG0017531	0	0
OG0017532	0	0
OG0017533	0	0
OG0017534	0	0
OG0017535	0	0
OG0017536	3	3
OG0017537	0	0
OG0017538	0	0
OG0017539	0	0
OG0017540	0	0
OG0017541	0	0
OG0017542	0	0
OG0017543	0	0
OG0017544	0	0
OG0017545	0	0
OG0017546	0	0
OG0017547	0	0
OG0017548	4	4
OG0017549	5	5
OG0017550	4	4
OG0017551	4	4
OG0017552	5	5
OG0017553	4	4
OG0017554	4	4
OG0017555	4	4
OG0017556	5	5
OG0017557	6	6
OG0017558	6	6
OG0017559	5	5
OG0017560	6	6
OG0017561	6	6
OG0017562	6	6
OG0017563	6	6
OG0017564	6	6
OG0017565	6	6
OG0017566	6	6
OG0017567	3	2
OG0017568	5	5
OG0017569	1	1
OG0017570	0	0
OG0017571	0	0
OG0017572	0	0
OG0017573	2	2
OG0017574	0	0
OG0017575	0	0
OG0017576	0	0
OG0017577	0	0
OG0017578	0	0
OG0017579	0	0
OG0017580	0	0
OG0017581	2	2
OG0017582	1	1
OG0017583	1	1
OG0017584	1	0
OG0017585	0	0
OG0017586	0	0
OG0017587	5	5
OG0017588	2	2
OG0017589	0	0
OG0017590	0	0
OG0017591	0	0
OG0017592	0	0
OG0017593	1	1
OG0017594	0	0
OG0017595	0	0
OG0017596	0	0
OG0017597	1	1
OG0017598	0	0
OG0017599	0	0
OG0017600	1	1
OG0017601	1	1
OG0017602	0	0
OG0017603	0	0
OG0017604	0	0
OG0017605	0	0
OG0017606	0	0
OG0017607	0	0
OG0017608	1	1
OG0017609	0	0
OG0017610	0	0
OG0017611	0	0
OG0017612	0	0
OG0017613	0	0
OG0017614	0	0
OG0017615	1	1
OG0017616	0	0
OG0017617	0	0
OG0017618	0	0
OG0017619	0	0
OG0017620	0	0
OG0017621	0	0
OG0017622	0	0
OG0017623	0	0
OG0017624	0	0
OG0017625	0	0
OG0017626	0	0
OG0017627	0	0
OG0017628	0	0
OG0017629	0	0
OG0017630	0	0
OG0017631	0	0
OG0017632	0	0
OG0017633	1	1
OG0017634	0	0
OG0017635	0	0
OG0017636	0	0
OG0017637	0	0
OG0017638	1	1
OG0017639	0	0
OG0017640	0	0
OG0017641	0	0
OG0017642	0	0
OG0017643	2	2
OG0017644	0	0
OG0017645	0	0
OG0017646	0	0
OG0017647	2	2
OG0017648	0	0
OG0017649	0	0
OG0017650	1	1
OG0017651	0	0
OG0017652	0	0
OG0017653	0	0
OG0017654	0	0
OG0017655	1	1
OG0017656	1	1
OG0017657	1	0
OG0017658	0	0
OG0017659	0	0
OG0017660	0	0
OG0017661	0	0
OG0017662	0	0
OG0017663	1	1
OG0017664	0	0
OG0017665	1	1
OG0017666	0	0
OG0017667	0	0
OG0017668	0	0
OG0017669	0	0
OG0017670	0	0
OG0017671	0	0
OG0017672	0	0
OG0017673	1	1
OG0017674	3	3
OG0017675	0	0
OG0017676	2	2
OG0017677	0	0
OG0017678	0	0
OG0017679	0	0
OG0017680	0	0
OG0017681	0	0
OG0017682	0	0
OG0017683	1	0
OG0017684	1	1
OG0017685	1	1
OG0017686	1	1
OG0017687	2	2
OG0017688	0	0
OG0017689	2	2
OG0017690	0	0
OG0017691	1	1
OG0017692	1	1
OG0017693	1	1
OG0017694	0	0
OG0017695	0	0
OG0017696	0	0
OG0017697	0	0
OG0017698	1	1
OG0017699	0	0
OG0017700	1	0
OG0017701	1	1
OG0017702	0	0
OG0017703	1	1
OG0017704	3	3
OG0017705	4	4
OG0017706	0	0
OG0017707	3	3
OG0017708	3	3
OG0017709	0	0
OG0017710	1	1
OG0017711	0	0
OG0017712	0	0
OG0017713	2	2
OG0017714	5	5
OG0017715	0	0
OG0017716	0	0
OG0017717	0	0
OG0017718	1	1
OG0017719	0	0
OG0017720	0	0
OG0017721	2	2
OG0017722	0	0
OG0017723	1	1
OG0017724	4	4
OG0017725	0	0
OG0017726	0	0
OG0017727	0	0
OG0017728	5	5
OG0017729	0	0
OG0017730	0	0
OG0017731	0	0
OG0017732	0	0
OG0017733	0	0
OG0017734	1	1
OG0017735	0	0
OG0017736	2	2
OG0017737	0	0
OG0017738	0	0
OG0017739	0	0
OG0017740	0	0
OG0017741	1	1
OG0017742	2	2
OG0017743	1	1
OG0017744	0	0
OG0017745	0	0
OG0017746	0	0
OG0017747	0	0
OG0017748	0	0
OG0017749	0	0
OG0017750	2	2
OG0017751	0	0
OG0017752	1	1
OG0017753	1	0
OG0017754	1	1
OG0017755	0	0
OG0017756	0	0
OG0017757	1	1
OG0017758	0	0
OG0017759	0	0
OG0017760	0	0
OG0017761	0	0
OG0017762	0	0
OG0017763	0	0
OG0017764	2	2
OG0017765	0	0
OG0017766	0	0
OG0017767	0	0
OG0017768	0	0
OG0017769	0	0
OG0017770	1	1
OG0017771	0	0
OG0017772	0	0
OG0017773	0	0
OG0017774	0	0
OG0017775	0	0
OG0017776	0	0
OG0017777	0	0
OG0017778	1	1
OG0017779	1	1
OG0017780	0	0
OG0017781	1	1
OG0017782	0	0
OG0017783	0	0
OG0017784	1	1
OG0017785	0	0
OG0017786	0	0
OG0017787	1	1
OG0017788	0	0
OG0017789	0	0
OG0017790	0	0
OG0017791	0	0
OG0017792	0	0
OG0017793	3	3
OG0017794	0	0
OG0017795	0	0
OG0017796	1	1
OG0017797	1	1
OG0017798	0	0
OG0017799	1	1
OG0017800	1	1
OG0017801	0	0
OG0017802	1	1
OG0017803	0	0
OG0017804	0	0
OG0017805	0	0
OG0017806	0	0
OG0017807	0	0
OG0017808	0	0
OG0017809	0	0
OG0017810	0	0
OG0017811	0	0
OG0017812	0	0
OG0017813	0	0
OG0017814	0	0
OG0017815	0	0
OG0017816	0	0
OG0017817	0	0
OG0017818	0	0
OG0017819	0	0
OG0017820	0	0
OG0017821	0	0
OG0017822	0	0
OG0017823	0	0
OG0017824	0	0
OG0017825	0	0
OG0017826	0	0
OG0017827	0	0
OG0017828	0	0
OG0017829	0	0
OG0017830	0	0
OG0017831	0	0
OG0017832	0	0
OG0017833	0	0
OG0017834	0	0
OG0017835	0	0
OG0017836	0	0
OG0017837	0	0
OG0017838	0	0
OG0017839	0	0
OG0017840	0	0
OG0017841	0	0
OG0017842	0	0
OG0017843	1	0
OG0017844	0	0
OG0017845	0	0
OG0017846	0	0
OG0017847	0	0
OG0017848	0	0
OG0017849	3	3
OG0017850	0	0
OG0017851	0	0
OG0017852	0	0
OG0017853	0	0
OG0017854	0	0
OG0017855	0	0
OG0017856	0	0
OG0017857	0	0
OG0017858	0	0
OG0017859	0	0
OG0017860	0	0
OG0017861	0	0
OG0017862	0	0
OG0017863	0	0
OG0017864	0	0
OG0017865	0	0
OG0017866	0	0
OG0017867	0	0
OG0017868	0	0
OG0017869	0	0
OG0017870	0	0
OG0017871	0	0
OG0017872	0	0
OG0017873	0	0
OG0017874	0	0
OG0017875	2	2
OG0017876	0	0
OG0017877	0	0
OG0017878	0	0
OG0017879	0	0
OG0017880	0	0
OG0017881	0	0
OG0017882	0	0
OG0017883	0	0
OG0017884	0	0
OG0017885	0	0
OG0017886	0	0
OG0017887	0	0
OG0017888	0	0
OG0017889	0	0
OG0017890	0	0
OG0017891	0	0
OG0017892	0	0
OG0017893	0	0
OG0017894	0	0
OG0017895	0	0
OG0017896	0	0
OG0017897	0	0
OG0017898	0	0
OG0017899	0	0
OG0017900	0	0
OG0017901	0	0
OG0017902	0	0
OG0017903	0	0
OG0017904	0	0
OG0017905	0	0
OG0017906	0	0
OG0017907	0	0
OG0017908	0	0
OG0017909	0	0
OG0017910	0	0
OG0017911	0	0
OG0017912	0	0
OG0017913	0	0
OG0017914	0	0
OG0017915	0	0
OG0017916	0	0
OG0017917	0	0
OG0017918	0	0
OG0017919	0	0
OG0017920	0	0
OG0017921	0	0
OG0017922	0	0
OG0017923	0	0
OG0017924	0	0
OG0017925	0	0
OG0017926	0	0
OG0017927	0	0
OG0017928	0	0
OG0017929	0	0
OG0017930	0	0
OG0017931	0	0
OG0017932	0	0
OG0017933	0	0
OG0017934	0	0
OG0017935	0	0
OG0017936	0	0
OG0017937	0	0
OG0017938	0	0
OG0017939	0	0
OG0017940	0	0
OG0017941	0	0
OG0017942	0	0
OG0017943	0	0
OG0017944	0	0
OG0017945	0	0
OG0017946	0	0
OG0017947	0	0
OG0017948	0	0
OG0017949	0	0
OG0017950	0	0
OG0017951	0	0
OG0017952	0	0
OG0017953	0	0
OG0017954	0	0
OG0017955	0	0
OG0017956	0	0
OG0017957	0	0
OG0017958	0	0
OG0017959	0	0
OG0017960	0	0
OG0017961	0	0
OG0017962	0	0
OG0017963	0	0
OG0017964	0	0
OG0017965	0	0
OG0017966	0	0
OG0017967	0	0
OG0017968	0	0
OG0017969	0	0
OG0017970	0	0
OG0017971	0	0
OG0017972	0	0
OG0017973	0	0
OG0017974	1	1
OG0017975	0	0
OG0017976	0	0
OG0017977	0	0
OG0017978	0	0
OG0017979	0	0
OG0017980	0	0
OG0017981	0	0
OG0017982	0	0
OG0017983	1	0
OG0017984	0	0
OG0017985	0	0
OG0017986	0	0
OG0017987	0	0
OG0017988	0	0
OG0017989	0	0
OG0017990	0	0
OG0017991	0	0
OG0017992	0	0
OG0017993	0	0
OG0017994	0	0
OG0017995	0	0
OG0017996	1	1
OG0017997	2	2
OG0017998	0	0
OG0017999	0	0
OG0018000	0	0
OG0018001	0	0
OG0018002	0	0
OG0018003	0	0
OG0018004	0	0
OG0018005	0	0
OG0018006	0	0
OG0018007	0	0
OG0018008	0	0
OG0018009	0	0
OG0018010	0	0
OG0018011	0	0
OG0018012	0	0
OG0018013	0	0
OG0018014	0	0
OG0018015	0	0
OG0018016	0	0
OG0018017	0	0
OG0018018	0	0
OG0018019	0	0
OG0018020	0	0
OG0018021	0	0
OG0018022	0	0
OG0018023	0	0
OG0018024	0	0
OG0018025	0	0
OG0018026	0	0
OG0018027	0	0
OG0018028	0	0
OG0018029	0	0
OG0018030	0	0
OG0018031	0	0
OG0018032	0	0
OG0018033	0	0
OG0018034	0	0
OG0018035	0	0
OG0018036	0	0
OG0018037	0	0
OG0018038	0	0
OG0018039	0	0
OG0018040	0	0
OG0018041	0	0
OG0018042	0	0
OG0018043	0	0
OG0018044	0	0
OG0018045	0	0
OG0018046	0	0
OG0018047	0	0
OG0018048	0	0
OG0018049	0	0
OG0018050	0	0
OG0018051	0	0
OG0018052	0	0
OG0018053	0	0
OG0018054	0	0
OG0018055	0	0
OG0018056	0	0
OG0018057	0	0
OG0018058	0	0
OG0018059	0	0
OG0018060	0	0
OG0018061	0	0
OG0018062	1	0
OG0018063	0	0
OG0018064	0	0
OG0018065	0	0
OG0018066	0	0
OG0018067	1	1
OG0018068	0	0
OG0018069	0	0
OG0018070	0	0
OG0018071	0	0
OG0018072	0	0
OG0018073	0	0
OG0018074	0	0
OG0018075	0	0
OG0018076	0	0
OG0018077	0	0
OG0018078	0	0
OG0018079	0	0
OG0018080	0	0
OG0018081	0	0
OG0018082	0	0
OG0018083	0	0
OG0018084	0	0
OG0018085	0	0
OG0018086	0	0
OG0018087	0	0
OG0018088	0	0
OG0018089	0	0
OG0018090	0	0
OG0018091	0	0
OG0018092	0	0
OG0018093	0	0
OG0018094	0	0
OG0018095	0	0
OG0018096	0	0
OG0018097	0	0
OG0018098	0	0
OG0018099	0	0
OG0018100	0	0
OG0018101	0	0
OG0018102	0	0
OG0018103	0	0
OG0018104	0	0
OG0018105	0	0
OG0018106	0	0
OG0018107	0	0
OG0018108	0	0
OG0018109	0	0
OG0018110	0	0
OG0018111	0	0
OG0018112	0	0
OG0018113	0	0
OG0018114	0	0
OG0018115	0	0
OG0018116	0	0
OG0018117	0	0
